Name,County,Address,Coordinates,Description,Verified_Access
CHASSAHOWITZKA SPRING #1,Citrus,"Citrus County, Florida","28.71617917, -82.57508889",This spring vent is one of the 5 solution holes in this group djh,Not Verified
CHASSAHOWITZKA SPRING #2,Citrus,"Citrus County, Florida","28.71601778, -82.57545144",This spring vent is one of the 5 solution holes in this group.  Note the unique location. djh,Not Verified
CHASSAHOWITZKA SPRING MAIN,Citrus,"Citrus County, Florida","28.71553194, -82.57619694",Spring     Spring Group consists of 5 connected solution holes; historic discharge measurements taken by diving platform to include Crab Creek Springs Magnitude 138-197 ft3/sec Bulletin 31 djh,Not Verified
CHATTAHOOCHEE SPRING,Gadsden,"Gadsden County, Florida","30.69741061, -84.8488389",This spring vent is one of the 5 solution holes in this group.  Note the unique location. djh Stream of water emitted from LS outcrop in hillside.,Not Verified
CHICKEN BRANCH SPRING,Leon,"Leon County, Florida","30.33576725, -84.14855472",This spring is listed in NWFWMD WRSR 06-03,Not Verified
CHOCTAWHATCHEE SPRINGS (WALTON),Walton,"Walton County, Florida","30.40138884, -86.06000002",Many large and deep depressions from submarine springs near the mouth of Choctawhatchee River east end of Choctawhatchee Bay DJH 013121; Data referenced from USGS National Water Information System,Not Verified
CHRISTMAS TREE SPRING,Marion,"Marion County, Florida","29.21619444, -82.04925",Natural spring in Florida,Not Verified
CIRCLE SPRING,Jackson,"Jackson County, Florida","30.78071356, -85.16342808","This spring may not be correctly plotted, no reference publication",Not Verified
CITRUS BLUE SPRING,Citrus,"Citrus County, Florida","28.96933389, -82.31453972",Natural spring in Florida,County Park
CLAM SPRING #10,GA,"GA County, Florida","30.69467, -84.85912",Spring was documented by FGS staff during a low river stage (39.47 ft at USGS Jim Woodruff Dam station) where boil was visible. Discharge was emerging from exposed shoal of Chattahoochee Limestone.,Not Verified
CLAM SPRING #2,GA,"GA County, Florida","30.69584, -84.85838",Spring was documented by FGS staff during a low river stage (39.47 ft at USGS Jim Woodruff Dam station) where boil was visible. Discharge was emerging from exposed shoal of Chattahoochee Limestone.,Not Verified
CLAM SPRING #3,GA,"GA County, Florida","30.6957625, -84.8584788",Spring was documented by FGS staff during a low river stage (39.47 ft at USGS Jim Woodruff Dam station) where boil was visible. Discharge was emerging from exposed shoal of Chattahoochee Limestone.,Not Verified
CLAM SPRING #4,GA,"GA County, Florida","30.69558, -84.85858",Spring was documented by FGS staff during a low river stage (39.47 ft at USGS Jim Woodruff Dam station) where boil was visible. Discharge was emerging from exposed shoal of Chattahoochee Limestone.,Not Verified
CLAM SPRING #5,GA,"GA County, Florida","30.69545, -84.85859",Spring was documented by FGS staff during a low river stage (39.47 ft at USGS Jim Woodruff Dam station) where boil was visible. Discharge was emerging from exposed shoal of Chattahoochee Limestone.,Not Verified
CLAM SPRING #6,GA,"GA County, Florida","30.69525, -84.85876",Spring was documented by FGS staff during a low river stage (39.47 ft at USGS Jim Woodruff Dam station) where boil was visible. Discharge was emerging from exposed shoal of Chattahoochee Limestone.,Not Verified
CLAM SPRING #7,GA,"GA County, Florida","30.69514, -84.85874",Spring was documented by FGS staff during a low river stage (39.47 ft at USGS Jim Woodruff Dam station) where boil was visible. Discharge was emerging from exposed shoal of Chattahoochee Limestone.,Not Verified
CLAM SPRING #8,GA,"GA County, Florida","30.6947801, -84.8590278",Spring was documented by FGS staff during a low river stage (39.47 ft at USGS Jim Woodruff Dam station) where boil was visible. Discharge was emerging from exposed shoal of Chattahoochee Limestone.,Not Verified
CLAM SPRING #9,GA,"GA County, Florida","30.6947415, -84.8590663",CLAM SPRING #3,Not Verified
CLAM SPRINGS,Gadsden,"Gadsden County, Florida","30.69583329, -84.85805558","Sprng is listed as a monitoring station by USGS, water quality and flow measurements taken in 1995. USGS site # 304145084512901 CLAM SPRINGS",Not Verified
CLEMMONS SPRING,Washington,"Washington County, Florida","30.64141551, -85.69296461","FGS B66 calls this a seep, also listed in NWFWMD WRSR 2008-01",Not Verified
CLIFTON SPRINGS,Seminole,"Seminole County, Florida","28.69987216, -81.23811777",Spring     Multiple springs vents.,Not Verified
COFFEE SPRINGS,Suwannee,"Suwannee County, Florida","29.95945742, -82.7753273",Spring,Not Verified
COFFIN SPRING,Jackson,"Jackson County, Florida","30.7076444, -85.30648336","Spring is listed in FGS B66 appendix B2, and NWFWMD WRSR 0401 (more info in WRSR0401)",Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.85411111, -82.61195306",Natural spring in Florida,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.85649408, -82.73169925",Spring,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.85691205, -82.72999489",Spring,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.83221146, -82.66936421",Spring     Not Flowing,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.83382111, -82.67820889",Natural spring in Florida,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.98052278, -82.75801722",Natural spring in Florida,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.83406469, -82.6779847",Spring type is estavelle.  SRWMD 070115;,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.85353582, -82.60552103",Spring     Not Flowing          Film,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","30.32104437, -82.75591506",Not flowing during May 2011 reconnaisance,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","30.32146238, -82.75652837",Seasonally river bed non-flowing;,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.92482754, -82.77199046",Spring     Man-made dam encloses pool and blocks run.,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.88616275, -82.75152977",Spring,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.83116449, -82.65673955",Spring,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.93830444, -82.53036861",Natural spring in Florida,Not Verified
COLUMBIA SPRING,Columbia,"Columbia County, Florida","29.83399822, -82.67667906",Spring,Not Verified
CONVICT SPRING,Lafayette,"Lafayette County, Florida","30.08805556, -83.09583333",Natural spring in Florida,Not Verified
COPPER SPRING,Dixie,"Dixie County, Florida","29.61401417, -82.97385833","more information on this spring can be found in FGS publications Bulletin 31, 31R and 66 as well as SRWMD report WR99-02.",Not Verified
CORDLE SPRING,Walton,"Walton County, Florida","30.98483566, -86.21326434","Spring is listed in NWFWMD List of Walton, Bay, Holmes and Washington county springs document",Not Verified
COTTONMOUTH SPRING,Hernando,"Hernando County, Florida","28.55166667, -82.62277778",Natural spring in Florida,Not Verified
COW SPRING,Suwannee,"Suwannee County, Florida","30.10528332, -83.11380833",Spring     No spring run,Not Verified
CRAB CREEK SPRING,Citrus,"Citrus County, Florida","28.71736167, -82.57600083",Natural spring in Florida,Not Verified
CRACK IN THE WOODS SPRING,Jackson,"Jackson County, Florida","30.8299833, -85.23685","Spring is listed in NWFWMD WRSR 0401, not in FGS B66",Not Verified
CRAYS RISE,Wakulla,"Wakulla County, Florida","29.98949995, -84.40800002","This spring is mentioned in FGS Bulletin 66 (p. 309), this is a submarine spring and is suspected to be a re-emergence of a subterranean portion of either the Ocklochonee or the Sopchoppy River.",Not Verified
CRESCENT BEACH SUBMARINE SPRING,St. Johns,"St. Johns County, Florida","29.76833333, -81.20833333",Submarine spring discharging below sea level in Atlantic Ocean coastal saltwater DJH 013121; Surface Boil visible and odor of Hydrogen Sulfide 013121,Not Verified
CROAKER HOLE SPRING,Putnam,"Putnam County, Florida","29.43833333, -81.68916667",Natural spring in Florida,Not Verified
CRUMBLY SPRING,Jackson,"Jackson County, Florida","30.59141715, -85.17104632",Spring is listed in FGS B66 appendix B2 and NWFWMD WRSR 0401.,Not Verified
CRYSTAL BEACH SPRING (PINELLAS),Pinellas,"Pinellas County, Florida","28.08443441, -82.78475256","Submarine spring discharging below sea level in north end of St. Joseph Sournd in coastal saltwater DJH 013121;  Magnitude estimated by D. DeWitt, SWFWMD;  chloride 11,000",Not Verified
CRYSTAL MAIN SPRING (PASCO),Pasco,"Pasco County, Florida","28.18220081, -82.18514746",Spring          Urban/Suburban; Main vent is sampled from stainless steel water extraction pipe and located in the southeastern portion of pool djh 050415 djh;,Not Verified
CRYSTAL RIVER SPRINGS GROUP (CITRUS),Citrus,"Citrus County, Florida","28.90472222, -82.63694444",Station included in the Crystal River Springs Group that is 1st Magnitude; listed in Springs of Florida Bulletin 31 and Rosenau et al.1977,Not Verified
CRYSTAL SPRING (CITRUS),Citrus,"Citrus County, Florida","28.890795, -82.59260389",Natural spring in Florida,Not Verified
CRYSTAL SPRINGS #1 (PASCO),Pasco,"Pasco County, Florida","28.18238329, -82.1851528",Location reported in FGS-B66 from SWFWMD.,Not Verified
CRYSTAL SPRINGS #2 (PASCO),Pasco,"Pasco County, Florida","28.18238329, -82.18518614",Location reported in FGS-B66 from SWFWMD.,Not Verified
CRYSTAL SPRINGS #3 (PASCO),Pasco,"Pasco County, Florida","28.1824194, -82.18516114",Location reported in FGS-B66 from SWFWMD.,Not Verified
CRYSTAL SPRINGS #4 (PASCO),Pasco,"Pasco County, Florida","28.18240829, -82.18570003",Location reported in FGS-B66 from SWFWMD.,Not Verified
CRYSTAL SPRINGS #5 (PASCO),Pasco,"Pasco County, Florida","28.1828444, -82.1857028",Location reported in FGS-B66 from SWFWMD.,Not Verified
CRYSTAL SPRINGS #6 (PASCO),Pasco,"Pasco County, Florida","28.1829944, -82.18548975",Location reported in FGS-B66 from SWFWMD.,Not Verified
CRYSTAL SPRINGS COMPOSITE,Pasco,"Pasco County, Florida","28.18273195, -82.18560102",Location reported in FGS-B66 from SWFWMD.,Not Verified
CRYSTAL SWAMP SPRING #1 (PASCO),Pasco,"Pasco County, Florida","28.18694435, -82.18111113","Location reported in FGS-B66, from SWFWMD.",Not Verified
CRYSTAL SWAMP SPRING #2 (PASCO),Pasco,"Pasco County, Florida","28.185, -82.18",Natural spring in Florida,Not Verified
CRYSTAL SWAMP SPRING #3 (PASCO),Pasco,"Pasco County, Florida","28.18527778, -82.19277778",Natural spring in Florida,Not Verified
CURLEW SPRING,Pinellas,"Pinellas County, Florida","28.04814139, -82.77365778",Natural spring in Florida,Not Verified
CYPRESS SPRING,Washington,"Washington County, Florida","30.65874606, -85.68437225",Spring is listed in FGS B66 and NWFWMD WRSR 2008-01,Public Access
Chimney Spring,WK,"WK County, Florida","30.227358, -84.280944",This spring is listed in NWFWMD WRSR 06-03 and documented in the Krause Springs coverage. This spring consists of a grouping of small sand boils and seeps at the base of a low limestone bluff along the south bank of the Wakulla River.,Not Verified
D-1415 SEEP,Duval,"Duval County, Florida","30.27388889, -81.835",Natural spring in Florida,Not Verified
DALKEITH SPRINGS,Gulf,"Gulf County, Florida","30.00555551, -85.15000002",Only record of spring is by USGS where streamflow measurements (0.02 cfs) were taken in 1972. Most likely a seepage spring.,Not Verified
DANIEL SPRING #1,Jackson,"Jackson County, Florida","30.94869995, -85.31603891",Spring is listed in FGS B66 appendix B2 (Springs not visited by FGS springs team) and is listed in NWFWMD WRSR 04-01,Not Verified
DANIEL SPRING #2,Jackson,"Jackson County, Florida","30.94913884, -85.31560558",Spring is listed in FGS B66 appendix B2 (Springs not visited by FGS springs team) and is listed in NWFWMD WRSR 04-01,Not Verified
DANIEL SPRING #3,Jackson,"Jackson County, Florida","30.94878051, -85.31477225",Spring is listed in FGS B66 appendix B2 (Springs not visited by FGS springs team) and is listed in NWFWMD WRSR 04-01,Not Verified
DANIEL SPRING #4,Jackson,"Jackson County, Florida","30.94774718, -85.31514169",Spring is listed in FGS B66 appendix B2 (Springs not visited by FGS springs team) and is listed in NWFWMD WRSR 04-01,Not Verified
DANIEL SPRING #5,Jackson,"Jackson County, Florida","30.94749718, -85.31429169",Spring is listed in FGS B66 appendix B2 (Springs not visited by FGS springs team) and is listed in NWFWMD WRSR 04-01,Not Verified
DANIEL SPRING #6,Jackson,"Jackson County, Florida","30.94548606, -85.31287225",Spring is listed in FGS B66 appendix B2 (Springs not visited by FGS springs team) and is listed in NWFWMD WRSR 04-01,Not Verified
DANIEL SPRING #7,Jackson,"Jackson County, Florida","30.94547773, -85.3128028",Spring is listed in FGS B66 appendix B2 (Springs not visited by FGS springs team) and is listed in NWFWMD WRSR 04-01,Not Verified
DARBY SPRING,Alachua,"Alachua County, Florida","29.85261602, -82.60596292",Spring     Not Flowing          Film,Not Verified
DARREL SPRING,Leon,"Leon County, Florida","30.281503, -84.150681",Natural spring in Florida,Not Verified
DAVES QUEST SPRINGS #1,Citrus,"Citrus County, Florida","28.88108056, -82.59145",Complex has 3 vents composed of solution holes and fractures; discharge was moderate,Not Verified
DAVES QUEST SPRINGS #2,Citrus,"Citrus County, Florida","28.88042778, -82.59525556",Complex has 3 vents composed of solution holes and fractures; discharge was moderate,Not Verified
DAVES QUEST SPRINGS #3,Citrus,"Citrus County, Florida","28.88034444, -82.59535833",Complex has 3 vents composed of solution holes and fractures; discharge was moderate,Not Verified
DAVES QUEST SPRINGS #4,Citrus,"Citrus County, Florida","28.88042639, -82.59525361",Complex has 3 vents composed of solution holes and fractures; discharge was moderate; Station added 2015 by Dave Dewitt.,Not Verified
DEEP SPRINGS,Bay,"Bay County, Florida","30.51609696, -85.45307019",NWFWMD WRSR0402 report did not include any springs discharging water from the Surficial aquifer rather than the Floridan aquifer.  This station was one of those not included since it discharges Surficial aquifer gw.  Djh 091015;,Not Verified
DEER SPRING (GILCHRIST),Gilchrist,"Gilchrist County, Florida","29.841165, -82.70732361",Natural spring in Florida,Not Verified
DEER SPRING (WAKULLA),Wakulla,"Wakulla County, Florida","30.2570444, -84.2756111",This spring is listed in NWFWMD WRSR06-03.,Not Verified
DELEON SPRING (VOLUSIA),Volusia,"Volusia County, Florida","29.13428, -81.36274833",Natural spring in Florida,Not Verified
DEVILS EAR SPRING (GILCHRIST),Gilchrist,"Gilchrist County, Florida","29.83534722, -82.69659806",Natural spring in Florida,Not Verified
DEVILS EYE SPRING (GILCHRIST),Gilchrist,"Gilchrist County, Florida","29.83472222, -82.69666667",Natural spring in Florida,Not Verified
DEVILS EYE SPRINGS (SUWANNEE),Suwannee,"Suwannee County, Florida","29.97333333, -82.76027778",Natural spring in Florida,Not Verified
DEVILS HOLE,Washington,"Washington County, Florida","30.49047557, -85.52205412","This spring is located in the Econfina Creek watershed
adjacent to Water Management District Land. The spring discharges from beneath a limestone ledge approximately 11 feet deep on the west side of the main channel of Econfina Creek approximately 0.9 miles above Walsingham Bridge. A significant boil is visible at normal stage levels.",Not Verified
DEVILS KITCHEN A SPRING,Marion,"Marion County, Florida","29.21488889, -82.05133333",Natural spring in Florida,Not Verified
DEVILS KITCHEN B SPRING,Marion,"Marion County, Florida","29.215, -82.05144444",Natural spring in Florida,Not Verified
DIXIE LIME and STONE CO SPRING,Sumter,"Sumter County, Florida","28.75449278, -82.05518333",Natural spring in Florida,Not Verified
DIXIE SPRING (DIXIE SPRING IE),Taylor,"Taylor County, Florida","29.71904472, -83.34621",Information on this spring can be found in SRWMD WR00-03. Spring is also listed in FGS Bulletin 66 Appendix B2.,Not Verified
